epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,1135.06,0.797,0.68778,1.18386,0.68529,0.36842,0.44834,0.157,2.21645,2.16608,2.34368,0.0001883,0.0001883,0.0001883
185,1143.56,0.8274,0.69427,1.20437,0.67442,0.36842,0.45026,0.15799,2.23474,2.16195,2.3539,0.0001784,0.0001784,0.0001784
186,1148.44,0.80275,0.70683,1.17772,0.55483,0.42105,0.44021,0.16022,2.25275,2.12372,2.42299,0.0001685,0.0001685,0.0001685
187,1153.61,0.75711,0.68691,1.14798,0.5592,0.42105,0.45385,0.15901,2.26102,2.13283,2.39361,0.0001586,0.0001586,0.0001586
188,1161.66,0.79193,0.68716,1.18925,0.60818,0.42105,0.4899,0.16357,2.3227,2.03368,2.4757,0.0001487,0.0001487,0.0001487
189,1166.67,0.75937,0.68223,1.16717,0.55743,0.47368,0.46907,0.16296,2.36371,2.00175,2.52628,0.0001388,0.0001388,0.0001388
190,1171.84,0.80577,0.68215,1.20151,0.58434,0.36842,0.48211,0.16513,2.37679,2.04205,2.59009,0.0001289,0.0001289,0.0001289
191,1182.05,0.69386,0.60673,1.1496,0.61981,0.36842,0.4671,0.15514,2.25148,2.04895,2.49033,0.000119,0.000119,0.000119
192,1187.01,0.62532,0.54289,1.10149,0.67443,0.36842,0.49526,0.1707,2.19637,2.11669,2.41305,0.0001091,0.0001091,0.0001091
193,1193.86,0.70657,0.5573,1.15149,0.46031,0.63158,0.50694,0.17511,2.20497,2.10013,2.38634,9.92e-05,9.92e-05,9.92e-05
194,1199.81,0.65796,0.56135,1.14289,0.50095,0.52632,0.51622,0.18828,2.22778,2.04086,2.38182,8.93e-05,8.93e-05,8.93e-05
195,1204.81,0.6451,0.52852,1.12001,0.49501,0.57895,0.50406,0.192,2.27165,2.0056,2.39279,7.94e-05,7.94e-05,7.94e-05
196,1211.98,0.63827,0.51193,1.09386,0.49909,0.5245,0.50567,0.18741,2.30933,1.96408,2.41693,6.95e-05,6.95e-05,6.95e-05
197,1217.87,0.61987,0.49099,1.09432,0.73668,0.36842,0.4949,0.1794,2.29536,1.97381,2.40767,5.96e-05,5.96e-05,5.96e-05
